year,school_code,school_name,order_first_date,spreadsheet_first_date,total_circ,total_orders,total_revenue,dist_type
2017,HCI,Hanover College,2017-04-26,2017-04-20,345.0,69.0,13431.0,1
2018,HCI,Hanover College,2018-05-27,2018-05-01,389.0,82.0,15306.0,1
2019,HCI,Hanover College,,2019-04-19,295.0,77.0,14951.0,1
2014,AUS,Austin College,,2014-05-06,364.0,133.0,27836.0,
2015,AUS,Austin College,,2015-06-11,400.0,81.0,16885.0,
2016,AUS,Austin College,2016-06-17,2016-06-09,380.0,83.0,18629.0,2
2017,AUS,Austin College,2017-06-09,2017-06-08,450.0,82.0,16128.0,2
2018,AUS,Austin College,,2018-06-12,450.0,68.0,14337.0,2
2019,AUS,Austin College,,2019-06-07,450.0,69.0,14839.0,2
2014,PBA,Palm Beach Atlantic University,,2014-05-22,537.0,116.0,20138.0,
2015,PBA,Palm Beach Atlantic University,,2015-05-19,555.0,137.0,23234.0,
2016,PBA,Palm Beach Atlantic University,2016-05-19,2016-05-16,675.0,95.0,17366.0,1
2017,PBA,Palm Beach Atlantic University,2017-07-06,2017-07-02,1149.0,86.0,15261.0,1
2018,PBA,Palm Beach Atlantic University,,2018-06-15,588.0,80.0,16157.0,1
2019,PBA,Palm Beach Atlantic University,,2019-06-11,603.0,74.0,14830.0,1
2014,PAU,Pace University,,2014-06-24,936.0,83.0,16798.0,
2015,PAU,Pace University,,2015-06-02,1168.0,305.0,64181.0,
2016,PAU,Pace University,2016-07-05,2016-07-01,1140.0,143.0,31394.0,4
2017,PAU,Pace University,2017-06-24,2017-06-23,1032.0,162.0,32023.0,1
2018,PAU,Pace University,2018-05-26,2018-06-19,1169.0,149.0,32221.0,1
2019,PAU,Pace University,,2019-07-29,1042.0,80.0,14801.0,1
2014,LFC,Lake Forest College,,2014-06-19,338.0,104.0,21278.0,
2015,LFC,Lake Forest College,,2015-06-19,271.0,106.0,20785.0,
2016,LFC,Lake Forest College,2016-06-28,2016-06-24,290.0,59.0,12696.0,1
2017,LFC,Lake Forest College,2017-06-19,2017-06-16,287.0,75.0,13747.0,1
2018,LFC,Lake Forest College,,2018-06-20,291.0,55.0,11169.0,1
2019,LFC,Lake Forest College,,2019-06-19,322.0,78.0,14799.0,1
2014,FRU,Franciscan University of Steubenville,,2014-07-02,650.0,80.0,12450.0,
2015,FRU,Franciscan University of Steubenville,,2015-07-03,650.0,75.0,13479.0,
2016,FRU,Franciscan University of Steubenville,2016-07-13,2016-07-06,600.0,65.0,11464.0,7
2017,FRU,Franciscan University of Steubenville,2017-07-13,2017-07-08,550.0,75.0,12056.0,7
2018,FRU,Franciscan University of Steubenville,2018-05-26,2018-05-16,550.0,73.0,13160.0,7
2019,FRU,Franciscan University of Steubenville,,2019-05-30,508.0,72.0,14734.0,7
2014,FST,Frostburg State University,,2014-05-02,775.0,144.0,30082.0,
2015,FST,Frostburg State University,,2015-05-18,800.0,131.0,25217.0,
2016,FST,Frostburg State University,2016-07-24,2016-05-26,536.0,100.0,20606.0,7
2017,FST,Frostburg State University,2017-08-05,2017-06-01,446.0,85.0,17384.0,7
2018,FST,Frostburg State University,2018-06-03,2018-06-01,397.0,62.0,13069.0,7
2019,FST,Frostburg State University,,2019-06-03,457.0,63.0,14714.0,7
2014,FER,Ferrum College,,2014-04-24,586.0,92.0,21239.0,
2015,FER,Ferrum College,,2015-04-23,516.0,69.0,13748.0,
2016,FER,Ferrum College,2016-05-01,2016-04-21,558.0,82.0,18711.0,1
2017,FER,Ferrum College,2017-05-01,2017-04-20,314.0,36.0,7251.0,1
2018,FER,Ferrum College,2018-05-09,2018-05-01,491.0,65.0,14477.0,1
2019,FER,Ferrum College,,2019-04-18,437.0,72.0,14673.0,1
2014,WOK,University of Wisconsin-Oshkosh,,2014-07-08,1606.0,155.0,22564.0,
2015,WOK,University of Wisconsin-Oshkosh,,2015-07-07,1686.0,120.0,19183.0,
2016,WOK,University of Wisconsin-Oshkosh,2016-07-16,2016-07-13,1498.0,80.0,14878.0,1
2017,WOK,University of Wisconsin-Oshkosh,2017-07-07,2017-07-05,1329.0,109.0,17736.0,1
2018,WOK,University of Wisconsin-Oshkosh,2018-06-10,2018-06-11,1436.0,134.0,23540.0,1
2019,WOK,University of Wisconsin-Oshkosh,,2019-07-08,1216.0,78.0,14669.0,1
2014,WJE,Washington & Jefferson College,,2014-06-06,403.0,110.0,21037.0,
2015,WJE,Washington & Jefferson College,,2015-05-11,401.0,130.0,24378.0,
2016,WJE,Washington & Jefferson College,2016-05-14,2016-05-04,1333.0,105.0,22192.0,1
2017,WJE,Washington & Jefferson College,2017-05-08,2017-05-05,349.0,104.0,19677.0,1
2018,WJE,Washington & Jefferson College,2018-06-09,2018-06-04,384.0,80.0,16983.0,1
2019,WJE,Washington & Jefferson College,,2019-05-23,302.0,66.0,14640.0,1
2014,TYC,Trinity College,,2014-06-03,555.0,95.0,20027.0,
2015,TYC,Trinity College,,2015-06-08,535.0,78.0,16370.0,
2016,TYC,Trinity College,2016-06-08,2016-06-03,507.0,58.0,10853.0,1
2017,TYC,Trinity College,2017-06-11,2017-06-06,538.0,64.0,13035.0,1
2018,TYC,Trinity College,2018-06-07,2018-06-01,520.0,79.0,17535.0,1
2019,TYC,Trinity College,,2019-06-11,538.0,64.0,14596.0,1
2014,TSV,Transylvania University,,2014-04-28,270.0,77.0,13449.0,
2015,TSV,Transylvania University,,2015-04-29,524.0,78.0,14111.0,
2016,TSV,Transylvania University,2016-05-17,2016-05-11,247.0,57.0,10987.0,1
2017,TSV,Transylvania University,2017-06-17,2017-04-25,517.0,85.0,16106.0,1
2018,TSV,Transylvania University,2018-06-07,2018-05-29,307.0,55.0,11640.0,1
2019,TSV,Transylvania University,,2019-04-18,338.0,64.0,14526.0,1
2014,MHD,Morehead State University,,2014-05-30,1533.0,195.0,31348.0,
2015,MHD,Morehead State University,,2015-06-15,819.0,100.0,17688.0,
2016,MHD,Morehead State University,2016-06-06,2016-06-02,961.0,110.0,20738.0,1
2017,MHD,Morehead State University,2017-07-24,2017-04-24,2127.0,98.0,17063.0,1
2018,MHD,Morehead State University,2018-05-26,2018-05-21,1056.0,117.0,23870.0,1
2019,MHD,Morehead State University,,2019-06-10,1162.0,70.0,14505.0,1
2014,MHE,Morehouse College,,2014-05-08,572.0,136.0,27054.0,
2015,MHE,Morehouse College,,2015-05-27,828.0,133.0,26092.0,
2016,MHE,Morehouse College,2016-06-28,2016-04-25,664.0,146.0,31255.0,1
2017,MHE,Morehouse College,2017-06-12,2017-04-26,641.0,122.0,25633.0,1
2018,MHE,Morehouse College,2018-05-26,2018-05-17,683.0,118.0,25980.0,1
2019,MHE,Morehouse College,,2019-05-03,713.0,63.0,14444.0,1
2014,CNL,Cornell College,,2014-05-29,299.0,101.0,17287.0,
2015,CNL,Cornell College,,2015-06-05,298.0,106.0,17713.0,
2016,CNL,Cornell College,2016-06-17,2016-06-10,287.0,72.0,15334.0,1
2017,CNL,Cornell College,2017-07-03,2017-06-05,315.0,91.0,15909.0,1
2018,CNL,Cornell College,2018-05-21,2018-05-16,291.0,91.0,19491.0,1
2019,CNL,Cornell College,,2019-04-29,317.0,69.0,14399.0,1
2014,NDC,North Dakota State College of Science,,2014-07-14,444.0,52.0,7862.0,
2015,NDC,North Dakota State College of Science,,2015-07-10,467.0,80.0,12943.0,
2016,NDC,North Dakota State College of Science,2016-07-17,2016-07-14,500.0,66.0,11574.0,1
2017,NDC,North Dakota State College of Science,2017-07-01,2017-06-28,463.0,61.0,10080.0,1
2018,NDC,North Dakota State College of Science,2018-05-22,2018-05-16,368.0,60.0,10543.0,1
2019,NDC,North Dakota State College of Science,,2019-04-18,437.0,75.0,14327.0,1
2014,TUL,The University of Tulsa,,2014-06-17,377.0,94.0,16489.0,
2015,TUL,The University of Tulsa,,2015-07-20,485.0,70.0,12006.0,
2016,TUL,The University of Tulsa,2016-07-22,2016-07-20,525.0,61.0,9927.0,1
2017,TUL,The University of Tulsa,2017-07-02,2017-06-29,547.0,95.0,19963.0,1
2018,TUL,The University of Tulsa,2018-05-29,2018-07-13,568.0,53.0,10473.0,1
2019,TUL,The University of Tulsa,,2019-07-17,629.0,64.0,14271.0,1
2014,WFU,Wake Forest University,,2014-06-12,1500.0,226.0,40288.0,
2015,WFU,Wake Forest University,,2015-06-23,1218.0,176.0,29522.0,
2016,WFU,Wake Forest University,2016-06-12,2016-06-15,1500.0,185.0,31845.0,7
2017,WFU,Wake Forest University,2017-06-23,2017-06-23,1216.0,119.0,19834.0,7
2018,WFU,Wake Forest University,,2018-06-19,1650.0,125.0,21080.0,7
2019,WFU,Wake Forest University,,2019-07-18,1211.0,79.0,14240.0,1
2014,ETC,Elizabethtown College,,,0.0,6.0,1217.0,
2015,ETC,Elizabethtown College,,2015-05-11,550.0,92.0,17380.0,
2016,ETC,Elizabethtown College,2016-05-11,2016-05-06,494.0,68.0,14345.0,1
2017,ETC,Elizabethtown College,2017-05-20,2017-05-18,426.0,72.0,15506.0,1
2018,ETC,Elizabethtown College,2018-05-18,2018-05-10,412.0,68.0,14660.0,1
2019,ETC,Elizabethtown College,,2019-05-09,395.0,71.0,14149.0,1
2014,WAG,Wagner College,,2014-07-24,504.0,42.0,7663.0,
2015,WAG,Wagner College,,2015-06-16,491.0,71.0,13580.0,
2016,WAG,Wagner College,2016-07-08,2016-07-06,344.0,67.0,15014.0,1
2017,WAG,Wagner College,2017-07-16,2017-07-07,343.0,42.0,9736.0,1
2018,WAG,Wagner College,2018-05-25,2018-05-11,237.0,61.0,13127.0,1
2019,WAG,Wagner College,,2019-05-15,299.0,64.0,14129.0,1
2014,LUC,Luther College,,,,,,
2015,LUC,Luther College,,,,0.0,0.0,
2016,LUC,Luther College,,,,0.0,0.0,
2017,LUC,Luther College,2017-07-15,2017-07-11,525.0,45.0,7112.0,7
2018,LUC,Luther College,2018-06-12,2018-06-18,520.0,66.0,12313.0,7
2019,LUC,Luther College,,2019-07-09,520.0,77.0,14076.0,7
2014,HMP,Hampton University,,,0.0,0.0,0.0,
2015,HMP,Hampton University,,2015-05-22,763.0,144.0,29157.0,
2016,HMP,Hampton University,2016-05-15,2016-04-28,1200.0,169.0,36503.0,7
2017,HMP,Hampton University,2017-08-02,2017-04-28,1600.0,111.0,22803.0,7
2018,HMP,Hampton University,,2018-07-24,1600.0,38.0,6498.0,7
2019,HMP,Hampton University,,2019-05-13,820.0,59.0,14063.0,7
2014,LYC,Lycoming College,,2014-05-15,367.0,132.0,25787.0,
2015,LYC,Lycoming College,,2015-04-24,706.0,87.0,16959.0,
2016,LYC,Lycoming College,2016-04-26,2016-04-21,333.0,84.0,17428.0,4
2017,LYC,Lycoming College,2017-05-19,2017-05-17,332.0,67.0,12066.0,1
2018,LYC,Lycoming College,2018-06-08,2018-05-01,317.0,74.0,15364.0,1
2019,LYC,Lycoming College,,2019-05-16,327.0,67.0,14057.0,1
2014,WHE,Wheaton College - IL,,,,,,
2015,WHE,Wheaton College - IL,,,,,,
2016,WHE,Wheaton College - IL,,,,,,
2017,WHE,Wheaton College - IL,,,,,,
2018,WHE,Wheaton College - IL,,,,,,
2019,WHE,Wheaton College - IL,,2019-06-21,620.0,76.0,14030.0,7
2014,SSU,Southwest Minnesota State University,,2014-05-22,337.0,110.0,16666.0,
2015,SSU,Southwest Minnesota State University,,2015-06-04,344.0,91.0,12711.0,
2016,SSU,Southwest Minnesota State University,2016-05-22,2016-05-17,382.0,68.0,13110.0,1
2017,SSU,Southwest Minnesota State University,2017-04-25,2017-04-20,319.0,48.0,9303.0,1
2018,SSU,Southwest Minnesota State University,2018-05-12,2018-05-01,474.0,79.0,14862.0,1
2019,SSU,Southwest Minnesota State University,,2019-04-18,323.0,66.0,14008.0,1
2014,WYC,Waynesburg University,,2014-05-30,367.0,90.0,16893.0,
2015,WYC,Waynesburg University,,2015-05-18,356.0,92.0,16615.0,
2016,WYC,Waynesburg University,2016-05-22,2016-05-19,375.0,70.0,12941.0,1
2017,WYC,Waynesburg University,2017-04-29,2017-04-20,456.0,103.0,19703.0,1
2018,WYC,Waynesburg University,2018-05-07,2018-05-01,360.0,56.0,11872.0,1
2019,WYC,Waynesburg University,,2019-04-18,405.0,64.0,13998.0,1
2014,SAA,St. Mary's University-San Antonio,,,,,,
2015,SAA,St. Mary's University-San Antonio,,,,2.0,298.0,
2016,SAA,St. Mary's University-San Antonio,2016-06-24,,,4.0,962.0,
2017,SAA,St. Mary's University-San Antonio,2017-07-26,2017-07-17,433.0,31.0,5630.0,1
2018,SAA,St. Mary's University-San Antonio,2018-05-07,2018-05-01,418.0,71.0,15558.0,1
2019,SAA,St. Mary's University-San Antonio,,2019-04-18,340.0,64.0,13717.0,1
2014,SJU,Saint John's University,,2014-05-12,425.0,106.0,19342.0,
2015,SJU,Saint John's University,,2015-05-11,485.0,136.0,23394.0,
2016,SJU,Saint John's University,2016-06-12,2016-05-06,500.0,129.0,23169.0,7
2017,SJU,Saint John's University,2017-07-05,2017-06-21,500.0,81.0,14434.0,7
2018,SJU,Saint John's University,,2018-07-13,500.0,17.0,2969.0,7
2019,SJU,Saint John's University,,2019-07-11,500.0,61.0,13709.0,7
2014,DSL,DeSales University,,2014-05-21,416.0,28.0,6017.0,
2015,DSL,DeSales University,,2015-06-01,551.0,16.0,3360.0,
2016,DSL,DeSales University,2016-05-24,2016-05-19,493.0,65.0,14139.0,1
2017,DSL,DeSales University,2017-06-17,2017-05-05,585.0,64.0,12231.0,1
2018,DSL,DeSales University,2018-06-11,2018-06-05,758.0,85.0,16791.0,1
2019,DSL,DeSales University,,2019-06-11,353.0,68.0,13700.0,1
2014,SSC,Salem State University,,2014-05-16,1537.0,223.0,43632.0,
2015,SSC,Salem State University,,2015-05-22,872.0,196.0,36231.0,
2016,SSC,Salem State University,2016-05-21,2016-05-20,835.0,149.0,28598.0,4
2017,SSC,Salem State University,2017-06-02,2017-06-01,837.0,158.0,29928.0,1
2018,SSC,Salem State University,,2018-06-22,1020.0,81.0,15517.0,1
2019,SSC,Salem State University,,2019-05-21,631.0,70.0,13698.0,1
2014,HVC,Haverford College,,2014-06-09,350.0,80.0,14580.0,
2015,HVC,Haverford College,,2015-07-02,350.0,60.0,12000.0,
2016,HVC,Haverford College,2016-06-23,2016-06-16,340.0,80.0,14600.0,7
2017,HVC,Haverford College,2017-07-23,2017-06-23,305.0,75.0,13234.0,7
2018,HVC,Haverford College,,2018-06-13,350.0,59.0,11819.0,7
2019,HVC,Haverford College,,2019-06-21,350.0,68.0,13661.0,7
2014,CUP,Clarion University of Pennsylvania,,2014-05-12,673.0,80.0,16168.0,
2015,CUP,Clarion University of Pennsylvania,,2015-04-23,1416.0,68.0,14049.0,
2016,CUP,Clarion University of Pennsylvania,2016-05-01,2016-04-27,549.0,63.0,13900.0,1
2017,CUP,Clarion University of Pennsylvania,2017-04-24,2017-04-20,734.0,67.0,13378.0,1
2018,CUP,Clarion University of Pennsylvania,2018-05-08,2018-05-01,518.0,60.0,12465.0,1
2019,CUP,Clarion University of Pennsylvania,,2019-04-18,543.0,71.0,13642.0,1
2014,UNG,University of North Georgia,,,,,,
2015,UNG,University of North Georgia,,,,0.0,0.0,
2016,UNG,University of North Georgia,,,,0.0,0.0,
2017,UNG,University of North Georgia,2017-06-14,2017-06-09,1000.0,82.0,15862.0,7
2018,UNG,University of North Georgia,2018-06-08,2018-06-05,1000.0,95.0,19763.0,7
2019,UNG,University of North Georgia,,2019-06-10,1000.0,64.0,13634.0,7
2014,CNU,Carson-Newman University,,2014-05-14,580.0,59.0,10590.0,
2015,CNU,Carson-Newman University,,2015-05-12,587.0,52.0,9756.0,
2016,CNU,Carson-Newman University,2016-06-18,2016-05-17,500.0,85.0,16079.0,1
2017,CNU,Carson-Newman University,2017-05-17,2017-05-12,440.0,54.0,11494.0,1
2018,CNU,Carson-Newman University,2018-05-13,2018-05-01,552.0,62.0,12589.0,1
2019,CNU,Carson-Newman University,,2019-04-26,573.0,69.0,13623.0,1
2014,UPB,University of Pittsburgh at Bradford,,2014-06-04,396.0,121.0,19994.0,
2015,UPB,University of Pittsburgh at Bradford,,2015-05-14,407.0,78.0,12741.0,
2016,UPB,University of Pittsburgh at Bradford,2016-05-19,2016-05-17,378.0,92.0,18470.0,1
2017,UPB,University of Pittsburgh at Bradford,2017-05-12,2017-05-04,325.0,82.0,15341.0,1
2018,UPB,University of Pittsburgh at Bradford,2018-05-26,2018-05-10,341.0,72.0,14477.0,1
2019,UPB,University of Pittsburgh at Bradford,,2019-05-13,403.0,70.0,13615.0,1
2014,NAS,Massachusetts College of Liberal Arts,,2014-04-25,356.0,88.0,14817.0,
2015,NAS,Massachusetts College of Liberal Arts,,2015-04-23,268.0,79.0,14254.0,
2016,NAS,Massachusetts College of Liberal Arts,2016-04-28,2016-04-21,318.0,56.0,11143.0,1
2017,NAS,Massachusetts College of Liberal Arts,2017-04-26,2017-04-20,319.0,53.0,9643.0,1
2018,NAS,Massachusetts College of Liberal Arts,2018-05-08,2018-05-01,276.0,65.0,12338.0,1
2019,NAS,Massachusetts College of Liberal Arts,,2019-04-18,348.0,68.0,13577.0,1
2014,LOR,Loras College,,2014-07-18,425.0,92.0,14208.0,
2015,LOR,Loras College,,2015-05-22,379.0,120.0,20124.0,
2016,LOR,Loras College,2016-07-31,2016-06-10,370.0,87.0,16548.0,7
2017,LOR,Loras College,2017-07-14,2017-06-07,365.0,71.0,11904.0,7
2018,LOR,Loras College,2018-05-06,2018-05-01,426.0,98.0,18517.0,1
2019,LOR,Loras College,,2019-04-18,381.0,77.0,13483.0,1
2014,SLC,Saint Leo University,,,,,,
2015,SLC,Saint Leo University,,,,,,
2016,SLC,Saint Leo University,,,,,,
2017,SLC,Saint Leo University,,,,,,
2018,SLC,Saint Leo University,,,,,,
2019,SLC,Saint Leo University,,2019-07-11,1286.0,62.0,13480.0,1
2014,DRU,Drury University,,2014-04-24,381.0,121.0,22651.0,
2015,DRU,Drury University,,2015-04-28,300.0,69.0,12548.0,
2016,DRU,Drury University,2016-04-27,2016-04-21,368.0,85.0,16889.0,1
2017,DRU,Drury University,2017-04-25,2017-04-20,398.0,73.0,14288.0,1
2018,DRU,Drury University,2018-05-10,2018-05-01,301.0,83.0,15985.0,1
2019,DRU,Drury University,,2019-04-18,650.0,71.0,13434.0,1
2014,BDC,Bard College,,,,,,
2015,BDC,Bard College,,,,1.0,200.0,
2016,BDC,Bard College,,,,2.0,219.0,
2017,BDC,Bard College,2017-07-02,2017-06-17,525.0,73.0,12529.0,7
2018,BDC,Bard College,2018-05-20,2018-05-29,520.0,77.0,15605.0,7
2019,BDC,Bard College,,2019-06-18,520.0,68.0,13374.0,7
2014,ABC,Abraham Baldwin Agricultural College,,2014-04-24,432.0,105.0,18297.0,
2015,ABC,Abraham Baldwin Agricultural College,,2015-04-17,950.0,81.0,15142.0,
2016,ABC,Abraham Baldwin Agricultural College,2016-04-24,2016-04-15,950.0,89.0,18505.0,7
2017,ABC,Abraham Baldwin Agricultural College,2017-07-10,2017-04-13,950.0,67.0,14310.0,7
2018,ABC,Abraham Baldwin Agricultural College,2018-05-21,2018-05-03,950.0,46.0,8826.0,7
2019,ABC,Abraham Baldwin Agricultural College,,2019-04-05,450.0,63.0,13340.0,7
2014,BFC,Buffalo State College,,2014-05-20,1213.0,231.0,47379.0,
2015,BFC,Buffalo State College,,2015-06-15,1044.0,252.0,51440.0,
2016,BFC,Buffalo State College,2016-06-21,2016-06-09,732.0,153.0,32430.0,4
2017,BFC,Buffalo State College,2017-06-30,2017-06-14,1346.0,123.0,22444.0,1
2018,BFC,Buffalo State College,2018-06-01,2018-06-07,508.0,84.0,15698.0,4
2019,BFC,Buffalo State College,,2019-04-18,915.0,63.0,13338.0,1
2014,XLA,Xavier University of Louisiana,,,0.0,0.0,0.0,
2015,XLA,Xavier University of Louisiana,,,,0.0,0.0,
2016,XLA,Xavier University of Louisiana,2016-07-27,2016-07-22,530.0,10.0,1884.0,2E
2017,XLA,Xavier University of Louisiana,2017-05-15,2017-04-25,1.0,38.0,8352.0,2E
2018,XLA,Xavier University of Louisiana,2018-05-07,2018-06-22,1.0,54.0,10133.0,2E
2019,XLA,Xavier University of Louisiana,,2019-06-25,800.0,64.0,13329.0,7
2014,UDB,University of Dubuque,,2014-05-19,499.0,123.0,21645.0,
2015,UDB,University of Dubuque,,2015-06-10,402.0,92.0,16105.0,
2016,UDB,University of Dubuque,2016-06-21,2016-05-23,426.0,76.0,13258.0,1
2017,UDB,University of Dubuque,2017-06-15,2017-05-03,500.0,90.0,15306.0,1
2018,UDB,University of Dubuque,,2018-06-13,481.0,80.0,14331.0,1
2019,UDB,University of Dubuque,,2019-06-07,317.0,61.0,13324.0,1
2014,LRU,Lenoir-Rhyne University,,2014-04-25,821.0,89.0,17325.0,
2015,LRU,Lenoir-Rhyne University,,2015-04-23,716.0,95.0,19529.0,
2016,LRU,Lenoir-Rhyne University,2016-05-05,2016-04-21,757.0,78.0,15435.0,1
2017,LRU,Lenoir-Rhyne University,2017-05-07,2017-05-02,462.0,62.0,13273.0,1
2018,LRU,Lenoir-Rhyne University,2018-05-08,2018-05-01,749.0,73.0,15007.0,1
2019,LRU,Lenoir-Rhyne University,,2019-04-18,655.0,64.0,13275.0,1
2014,BSC,Bridgewater State University,,2014-06-11,2481.0,244.0,49667.0,
2015,BSC,Bridgewater State University,,2015-06-18,1361.0,170.0,32321.0,
2016,BSC,Bridgewater State University,2016-06-14,2016-06-09,1241.0,146.0,29624.0,4
2017,BSC,Bridgewater State University,2017-05-13,2017-05-11,1546.0,162.0,30053.0,1
2018,BSC,Bridgewater State University,2018-06-13,2018-06-08,1144.0,147.0,29600.0,4
2019,BSC,Bridgewater State University,,2019-07-19,1124.0,62.0,13212.0,1
2014,LSS,Lake Superior State University,,2014-06-19,312.0,115.0,19971.0,
2015,LSS,Lake Superior State University,,2015-05-19,341.0,116.0,20095.0,
2016,LSS,Lake Superior State University,2016-06-20,2016-05-04,342.0,94.0,15370.0,1
2017,LSS,Lake Superior State University,2017-04-24,2017-04-20,313.0,92.0,13735.0,1
2018,LSS,Lake Superior State University,2018-05-07,2018-05-01,333.0,78.0,14398.0,1
2019,LSS,Lake Superior State University,,2019-04-18,246.0,62.0,13133.0,1
2014,EDB,Edinboro University,,2014-07-15,832.0,48.0,8513.0,
2015,EDB,Edinboro University,,2015-07-21,811.0,66.0,10690.0,
2016,EDB,Edinboro University,2016-07-23,2016-07-14,672.0,55.0,8569.0,1
2017,EDB,Edinboro University,2017-05-05,2017-05-01,658.0,74.0,13797.0,1
2018,EDB,Edinboro University,2018-05-13,2018-05-01,318.0,18.0,3467.0,1
2019,EDB,Edinboro University,,2019-04-29,789.0,64.0,13106.0,1
2014,AST,Augusta University,,,,,,
2015,AST,Augusta University,,,,,,
2016,AST,Augusta University,,,,,,
2017,AST,Augusta University,2017-07-29,,,,,
2018,AST,Augusta University,,2018-06-22,540.0,40.0,6522.0,1
2019,AST,Augusta University,,2019-06-17,424.0,67.0,13056.0,1
2014,AGC,Augustana University - SD,,2014-05-23,285.0,56.0,8691.0,
2015,AGC,Augustana University - SD,,2015-06-09,280.0,63.0,8687.0,
2016,AGC,Augustana University - SD,2016-05-22,2016-05-16,328.0,53.0,10148.0,1
2017,AGC,Augustana University - SD,2017-06-11,2017-06-05,446.0,56.0,9216.0,1
2018,AGC,Augustana University - SD,2018-05-07,2018-05-01,462.0,54.0,10072.0,1
2019,AGC,Augustana University - SD,,2019-04-18,373.0,64.0,12893.0,1
2014,UJT,University of Jamestown,,2014-04-25,238.0,52.0,8115.0,
2015,UJT,University of Jamestown,,2015-05-07,242.0,66.0,9829.0,
2016,UJT,University of Jamestown,,2016-05-12,274.0,58.0,12098.0,1
2017,UJT,University of Jamestown,2017-05-02,2017-04-27,219.0,31.0,6842.0,1
2018,UJT,University of Jamestown,2018-05-07,2018-05-01,260.0,49.0,9243.0,1
2019,UJT,University of Jamestown,,2019-04-18,231.0,61.0,12789.0,1
2014,UAB,University of Alabama at Birmingham,,2014-06-13,1060.0,166.0,30769.0,
2015,UAB,University of Alabama at Birmingham,,2015-05-15,1167.0,216.0,36526.0,
2016,UAB,University of Alabama at Birmingham,2016-07-13,2016-07-11,1443.0,134.0,25217.0,4
